,show_id,show_title,brand,union_id,xmin,ymin,xmax,ymax,gender,season,style,category,collar,sleeve,sleeve_type,fabric,contour,clothes_length,technology,texture,accessories,path,done,ori_w,ori_h,ratio,aesthetic,cv_var,cv_lightness,cv_saturation,caption-base,caption-large,face_count,face_loc,face_col,weight,view,look_at_viewer,color_3,color_2,color_1,prompt_image,prompt_clothes,tgt_w,tgt_h
557210,9685e473d1fd4493f0daa59698aeef0f,21/22秋冬马德里Montenegro成衣,Montenegro,33_f54ba5a7de27f8c4448a1e8120de49bc,0.11,0.2137,0.8881,0.992,女装,秋冬,都市,大衣 / 风衣,翻驳领,中长袖,,丝绒,H型,长款,拼接#印花,撞色/渐变,,imgs/show_768/a636731659e93365211cde39d19199fa_7a539674dd630a9706f15a5a2cfc00a8.png,True,2573.0,3861.0,0.67,5.556612014770508,833.7949422092387,53.43229166666666,39.26205218279803,a model walks down the runway wearing a colorful jacket,arafed image of a woman in a suit and tie walking down a runway,1.0,"(149, 448, 285, 311)",2.0,1.0,2.0,True,深蓝黑色,幽蓝,蓝色,"a mid-length body view photo , a model walks down the runway wearing a colorful jacket , Look_at_viewer","Women's Clothes for Autumn and Winter , Urban Style Blue Color Overcoat , L Size , Revers Collar , Velvet Fabric , H-Line Contour , Splicing & Printing Making Technology , Bump / Gradient Texture",768,1152
559095,e714eac301e67d44006a64774b2cf71c,19/20秋冬东京NYUZELESS成衣,NYUZELESS,33_6889b328f48ff85c48263f0b13027ced,0.0719,0.2087,0.9748,0.9953,女装,秋冬,日常休闲,夹克,连帽领,中长袖,插肩袖,牛仔面料,常规型,无法确定,洗水,纯色,基础扣饰,imgs/show_768/4cf7a7d7af369bda66971249852bc799_fa63fc7ca4dc528d30b50d8163e0ce1c.png,True,1071.0,1500.0,0.71,5.528084754943848,543.3061778736653,54.563503689236114,55.71772370515046,a woman in a green jacket and yellow scarf,arafed woman in a green coat with a yellow collar,1.0,"(113, 476, 310, 280)",2.0,1.0,1.0,True,松林绿#烟松色#暗绿色,深云杉绿#烟松绿#伊甸园绿,绿色,"a upper body view photo , a woman in a green jacket and yellow scarf , Look_at_viewer","Women's Clothes for Autumn and Winter , Daily Leisure Style Green Color Jacket , Hoodie Collar , Medium Long Sleeve in Drop Shoulder Sleeves Type, Denim Fabric , Conventional Contour , Washing Water Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
559812,a48338f68f14d7ea9dc5443dcec51879,2018春夏印度Wendell Rodricks成衣,Wendell Rodricks,33_5e9816dc3cd58b7a83fdf57d54b92417,0.405,0.2942,0.7475,0.9242,女装,春夏,日常休闲,连衣裙,V领,短袖,,棉麻,不对称,长款,开衩#拼接,撞色/渐变,,imgs/show_768/5ed2103e02b6ed6e9ea3ac31b54c4b55_7ced1db5f09505bedf67e3177cb5d2ca.png,True,800.0,1200.0,0.67,5.157870769500732,89.01796616778925,163.06267067238136,71.11477435076678,a model walks the runway at amazon fashion week,arafed image of a woman walking down a runway wearing a colorful dress,1.0,"(244, 467, 323, 388)",2.0,1.0,3.0,False,淡兰花色#红瓷釉色#羊绒蓝#楠塔基特风,淡兰花紫#珊瑚橘#柔和蓝#蓝铃草色,紫色#橙色#蓝色,"a full body view photo , a model walks the runway at amazon fashion week","Women's Clothes for Spring and Summer , Daily Leisure Style Purple & Orange & Blue Color Dress , L Size , V-Neck Collar , Cotton And Linen Fabric , Asymmetric Contour , Slit & Splicing Making Technology , Bump / Gradient Texture",768,1152
560567,90caa57888cd6a6234afd7f22db1f46c,21/22秋冬米兰Stone Island Shadow Project成衣,Stone Island Shadow Project,33_bd9060091076d83d8a3405fa2296e848,0.5318,0.4554,0.8161,0.845,男装,秋冬,都市,中长裤,,,基础袖,化纤,,长款,无工艺,纯色,基础绳带,imgs/show_768/aad53e9e784fa401f1a7151ea6a8a255_2557cafae8c35d1bfe54078259d86ec8.png,True,1920.0,2400.0,0.8,5.277247905731201,192.6257572725916,41.58966064453125,89.29369212962963,a man in a black jacket and pants standing next to a purple wall,arafed image of a man in a black jacket and pants,1.0,"(100, 587, 179, 508)",2.0,1.0,3.0,False,深蓝黑色,幽蓝,蓝色,"a full body view photo , a man in a black jacket and pants standing next to a purple wall","Man's Clothes for Autumn and Winter , Urban Style Blue Color Middle Trousers , L Size , Chemical Fabric , No process Making Technology , Solid Color Texture , Basic Rope Accessories",768,1152
560568,90caa57888cd6a6234afd7f22db1f46c,21/22秋冬米兰Stone Island Shadow Project成衣,Stone Island Shadow Project,33_bd9060091076d83d8a3405fa2296e848,0.5135,0.1508,0.8552,0.5067,男装,春夏,都市#工装风,夹克,翻领,中长袖,基础袖,化纤,H型,中款,无工艺,纯色,基础扣饰,imgs/show_768/aad53e9e784fa401f1a7151ea6a8a255_2557cafae8c35d1bfe54078259d86ec8.png,True,1920.0,2400.0,0.8,5.277247905731201,192.6257572725916,41.58966064453125,89.29369212962963,a man in a black jacket and pants standing next to a purple wall,arafed image of a man in a black jacket and pants,1.0,"(100, 587, 179, 508)",2.0,1.0,3.0,False,深蓝黑色,幽蓝,蓝色,"a full body view photo , a man in a black jacket and pants standing next to a purple wall","Man's Clothes for Spring and Summer , Urban & Tooling Style Blue Color Jacket , M Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Chemical Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
560846,014e27d16cefb542521aaa4165c7dfbc,18/19秋冬卢布尔雅那Sonja Jocic成衣,Sonja Jocic,33_a7342afd166e40507dc167fc77f0f379,0.1828,0.1781,0.8281,0.9833,女装,秋冬,浪漫/淑女,礼服,V领,中长袖,,雪纺,A型,超长款,无工艺,纯色,,imgs/show_768/2c410d29ec23b85dcd02b22e4ddd7050_d28bec16e0a00788f93d8080c6b9973a.png,True,640.0,960.0,0.67,5.219963073730469,43.20120337815887,140.3451085973669,165.8013090910735,a model walks the runway at the show during fashion week,a woman in a red dress and cape walking down a runway,1.0,"(116, 427, 195, 348)",2.0,1.0,3.0,False,茜红#火红,鲜红#嘉年华,红色,"a full body view photo , a model walks the runway at the show during fashion week","Women's Clothes for Autumn and Winter , Romance / Lady Style Red Color Dresses , XL Size , V-Neck Collar , Chiffon Fabric , A-Line Contour , No process Making Technology , Solid Color Texture",768,1152
561256,f8335094594267c93d4ecbb5a63ef6eb,2019春夏北京MISSOSE童装,MISSOSE,10_9dd77b14b0c6113fe60272dd84cb4fcb,0.356,0.4109,0.7719,0.7787,女童,春夏,浪漫/淑女,连衣裙,立领,中长袖,,雪纺,A型,长款,层叠#抽褶#荷叶边,纯色,基础绳带,imgs/show_768/9ad4fbfd82815bba68423df5a8c32982_36e6881beceb33eba934d40c1c8f030e.png,True,4480.0,6720.0,0.67,4.98916482925415,80.86720796112247,107.66228456850403,69.84435470015914,a little girl walking down the runway at a fashion show,arafed little girl walking down a runway wearing a white dress,1.0,"(377, 445, 471, 350)",1.0,1.0,3.0,False,婉兰色,白蓝色,绿色,"a full body view photo , a little girl walking down the runway at a fashion show , Asian Race","Girl's Clothes for Spring and Summer , Romance / Lady Style Green Color Dress , L Size , Stand Collar , Chiffon Fabric , A-Line Contour , Cascading & Shir & Flounced Making Technology , Solid Color Texture , Basic Rope Accessories",768,1152
561533,64c9ec584a04dcfc9873981b310a32de,21/22秋冬东京LOKITHO 成衣,LOKITHO ,33_ffe6cf639856e9fddcd55425d75f43fe,0.294,0.232,0.638,0.5007,女装,春夏,浪漫/淑女,T恤,圆形领,中长袖,基础袖,针织面料,常规型,无法确定,无工艺,纯色,,imgs/show_768/19a7466c020c572e1584eae63d87c8fa_47b15f20bf8ed34b2fe7a9ad85ce64b9.png,True,1000.0,1500.0,0.67,4.970176696777344,602.5963914648544,219.5337818287037,85.84469152379918,a woman standing in front of a white wall,arafed woman in a black turtleneck and a skirt and boots,1.0,"(180, 387, 259, 308)",0.0,1.0,3.0,False,蓝黑色,幽蓝,蓝色,"a full body view photo , a woman standing in front of a white wall , White Race","Women's Clothes for Spring and Summer , Romance / Lady Style Blue Color T-Shirt , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Knit Fabrics Fabric , Conventional Contour , No process Making Technology , Solid Color Texture",768,1152
561534,64c9ec584a04dcfc9873981b310a32de,21/22秋冬东京LOKITHO 成衣,LOKITHO ,33_ffe6cf639856e9fddcd55425d75f43fe,0.209,0.3913,0.634,0.816,女装,春夏,浪漫/淑女,半身裙,立领,中长袖,无袖,蕾丝面料,A型,超长款,拼接,线性图案,,imgs/show_768/19a7466c020c572e1584eae63d87c8fa_47b15f20bf8ed34b2fe7a9ad85ce64b9.png,True,1000.0,1500.0,0.67,4.970176696777344,602.5963914648544,219.5337818287037,85.84469152379918,a woman standing in front of a white wall,arafed woman in a black turtleneck and a skirt and boots,1.0,"(180, 387, 259, 308)",0.0,1.0,3.0,False,香草冰淇淋色#奶油奶油,冬白#雪白,大地色,"a full body view photo , a woman standing in front of a white wall , White Race","Women's Clothes for Spring and Summer , Romance / Lady Style Earth Tone Color Skirt , XL Size , Stand Collar , Medium Long Sleeve in Sleeveless Type, Lace Fabric , A-Line Contour , Splicing Making Technology , Linear Pattern Texture",768,1152
562861,552b831ad71acc49d10a498b17a9b80f,18/19秋冬首尔Dozoh成衣,Dozoh,33_1af320b2f3f121da0264ca86edf0b24d,0.2293,0.1561,0.7059,0.5594,女装,春夏,都市,西服,翻驳领,中长袖,,正装面料,常规型,中款,无工艺,纯色,基础扣饰,imgs/show_768/46b6769d26bfad96665ab97fb550c906_5a3c0b21d67bd38791c40169daed5a58.png,True,2115.0,3184.0,0.66,5.85374641418457,161.0125805406177,79.84383590133102,74.39003725405092,a model walks the runway at the alexander sak fall / winter 2013 show,arafed image of a woman walking down a runway wearing a red coat,1.0,"(79, 416, 174, 321)",1.0,1.0,3.0,False,火红,嘉年华,红色,"a full body view photo , a model walks the runway at the alexander sak fall / winter 2013 show , Asian Race","Women's Clothes for Spring and Summer , Urban Style Red Color Blazer , M Size , Revers Collar , Suit Fabrics Fabric , Conventional Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
562862,552b831ad71acc49d10a498b17a9b80f,18/19秋冬首尔Dozoh成衣,Dozoh,33_1af320b2f3f121da0264ca86edf0b24d,0.3154,0.5047,0.6426,0.7173,女装,秋冬,都市,半身裙,翻驳领,中长袖,无袖,化纤,不对称,短款,无工艺,纯色,,imgs/show_768/46b6769d26bfad96665ab97fb550c906_5a3c0b21d67bd38791c40169daed5a58.png,True,2115.0,3184.0,0.66,5.85374641418457,161.0125805406177,79.84383590133102,74.39003725405092,a model walks the runway at the alexander sak fall / winter 2013 show,arafed image of a woman walking down a runway wearing a red coat,1.0,"(79, 416, 174, 321)",1.0,1.0,3.0,False,火红,嘉年华,红色,"a full body view photo , a model walks the runway at the alexander sak fall / winter 2013 show , Asian Race","Women's Clothes for Autumn and Winter , Urban Style Red Color Skirt , S Size , Revers Collar , Medium Long Sleeve in Sleeveless Type, Chemical Fabric , Asymmetric Contour , No process Making Technology , Solid Color Texture",768,1152
562863,552b831ad71acc49d10a498b17a9b80f,18/19秋冬首尔Dozoh成衣,Dozoh,33_1af320b2f3f121da0264ca86edf0b24d,0.6771,0.1322,0.9929,0.5154,女装,春夏,日常休闲,套衫,立领,中长袖,,化纤,常规型,中款,无工艺,纯色,,imgs/show_768/46b6769d26bfad96665ab97fb550c906_5a3c0b21d67bd38791c40169daed5a58.png,True,2115.0,3184.0,0.66,5.85374641418457,161.0125805406177,79.84383590133102,74.39003725405092,a model walks the runway at the alexander sak fall / winter 2013 show,arafed image of a woman walking down a runway wearing a red coat,1.0,"(79, 416, 174, 321)",1.0,1.0,3.0,False,茜红#巴贝多樱桃色,鲜红#绯红,红色,"a full body view photo , a model walks the runway at the alexander sak fall / winter 2013 show , Asian Race","Women's Clothes for Spring and Summer , Daily Leisure Style Red Color Pullover , M Size , Stand Collar , Chemical Fabric , Conventional Contour , No process Making Technology , Solid Color Texture",768,1152
565468,10ab4b68d641f688b47c8dfe0151242f,18/19秋冬莫斯科Masha Varlamova成衣,Masha Varlamova,33_9f6158208cced80c9cc7c780b828f50e,0.04,0.2008,0.885,0.9925,女装,秋冬,日常休闲,大衣 / 风衣,翻驳领,中长袖,基础袖,呢绒,A型,中款,无工艺,格纹/菱格#撞色/渐变,,imgs/show_768/c654b6812b4304ce9565e1e12537a871_466589c8e03419e2923f915eb16e7e93.png,True,800.0,1200.0,0.67,5.456793308258057,799.6100604621633,141.190673828125,63.7346507884838,a model walks the runway at the fashion show,a woman in a yellow dress and a hat walks down a runway,1.0,"(135, 434, 272, 297)",0.0,1.0,2.0,False,夜空色#甘菊色#炽白,暗军蓝#蜜瓜色#亮白,黑白灰#大地色,"a mid-length body view photo , a model walks the runway at the fashion show , White Race","Women's Clothes for Autumn and Winter , Daily Leisure Style Achromatic & Earth Tone Color Overcoat , M Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , A-Line Contour , No process Making Technology , Grid / Rhombie & Bump / Gradient Texture",768,1152
568314,8f9bb974497f120028e6380a9348e3b8,18/19秋冬马德里María Escoté成衣,María Escoté,33_d88885abcc6de151e9ef71e3b590a837,0.1465,0.2577,0.8353,0.8103,女装,秋冬,运动/户外,夹克,翻领,中长袖,基础袖,呢绒,H型,中款,拼接,撞色/渐变#立体花,毛条,imgs/show_768/4091507610fc6dd4c900f7b563800921_7030e1bc8563b55e0910286c6b33a9b2.png,True,2362.0,3543.0,0.67,5.37553071975708,409.6295183695678,163.24776543511285,56.20702672887732,a model in a green suit and white hat,a close up of a woman in a green suit and a white hat,1.0,"(150, 442, 263, 328)",0.0,1.0,2.0,False,雾绿色#卷心菜绿,雾绿#冰绿,绿色,"a mid-length body view photo , a model in a green suit and white hat , White Race","Women's Clothes for Autumn and Winter , Sports / Outdoor Style Green Color Jacket , M Size , Lapel Collar , Medium Long Sleeve in Basic Sleeves Type, Wool Fabric , H-Line Contour , Splicing Making Technology , Bump / Gradient & Tridimensional Flower Texture , Fur-Lined Accessories",768,1152
569313,20de92aba5cbf809b79ad4a3a7a026ba,19/20秋冬巴黎Isabel Marant 伊莎贝尔·马朗特成衣,Isabel Marant 伊莎贝尔·马朗特,33_91888cf039146659b28d4f589f8cc7be,0.2408,0.3319,0.6471,0.7811,女装,秋冬,精致/奢华#都市,半身裙,翻驳领,中长袖,无袖,特殊面料,A型,长款,钉珠-亮片,立体花,,imgs/show_768/e53f8ad61c031380011d677933093dfd_ab72166c8e4bc45fd30be4ff14ab6a20.png,True,2732.0,4098.0,0.67,5.589688301086426,766.8099119471455,110.00682576497395,22.13726580584491,a model walks the runway at the given by given,a woman in a black dress and black boots walking down a runway,1.0,"(92, 419, 171, 340)",2.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by given , Look_at_viewer","Women's Clothes for Autumn and Winter , Refined / Luxurious & Urban Style Achromatic Color Skirt , L Size , Revers Collar , Medium Long Sleeve in Sleeveless Type, Special Fabric , A-Line Contour , Nail Beads Sequins Making Technology , Tridimensional Flower Texture",768,1152
569314,20de92aba5cbf809b79ad4a3a7a026ba,19/20秋冬巴黎Isabel Marant 伊莎贝尔·马朗特成衣,Isabel Marant 伊莎贝尔·马朗特,33_91888cf039146659b28d4f589f8cc7be,0.2533,0.1591,0.7947,0.5337,女装,秋冬,精致/奢华#都市,套衫,立领,中长袖,羊腿袖,化纤,T型,无法确定,无工艺,纯色,,imgs/show_768/e53f8ad61c031380011d677933093dfd_ab72166c8e4bc45fd30be4ff14ab6a20.png,True,2732.0,4098.0,0.67,5.589688301086426,766.8099119471455,110.00682576497395,22.13726580584491,a model walks the runway at the given by given,a woman in a black dress and black boots walking down a runway,1.0,"(92, 419, 171, 340)",2.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model walks the runway at the given by given , Look_at_viewer","Women's Clothes for Autumn and Winter , Refined / Luxurious & Urban Style Achromatic Color Pullover , Stand Collar , Medium Long Sleeve in Mutton-Leg Sleeves Type, Chemical Fabric , T-Line Contour , No process Making Technology , Solid Color Texture",768,1152
569911,e63aac96024f33eb8e2960d1ac3170dc,22/23秋冬东京handwerker成衣,handwerker,33_742c9b59334bc6c36ea2c574efa8511e,0.0505,0.2427,0.9615,0.7603,女装,春夏,日常休闲,牛仔裙,衬衫领,中长袖,插肩袖,牛仔面料,A型,长款,无工艺,纯色,基础扣饰,imgs/show_768/7dd61cd794eb5f12108d0642a62abe7f_62716d349f666da9c76711707856bd04.png,True,2000.0,3000.0,0.67,4.962107658386231,108.71902013513728,129.63734379521122,11.93905074508102,a black denim skirt with buttons and buttons on the front,a close up of a skirt with buttons on the front,0.0,,-1.0,1.0,-1.0,-1,蓝黑色,幽蓝,蓝色,a black denim skirt with buttons and buttons on the front,"Women's Clothes for Spring and Summer , Daily Leisure Style Blue Color Denim Skirt , L Size , Shirt Collar , Medium Long Sleeve in Drop Shoulder Sleeves Type, Denim Fabric , A-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
570559,55957e6dc116b562450e0dd963a22c3c,2022春夏巴黎Isabel Marant 伊莎贝尔·马朗特成衣,Isabel Marant 伊莎贝尔·马朗特,33_3eb34cfd659c2ebd722361f37511a5bd,0.2584,0.1503,0.7339,0.5325,女装,春夏,性感,连体裤,V领,中袖,,棉麻,X型,中款,打结-扭结#荷叶边,条纹/波纹,,imgs/show_768/4351406fe671fcdc48c1c441d7d2ecdd_dc45268d7a3c4de0ec053f5e87915702.png,True,2732.0,4098.0,0.67,5.522015571594238,723.4012156946862,146.43252563476562,56.82747282805266,a model walks down the runway wearing a pink and yellow striped rom,arafed woman walking down a runway wearing a pink outfit,1.0,"(84, 435, 163, 356)",3.0,1.0,3.0,True,烟兰粉红,烟兰色,粉色,"a full body view photo , a model walks down the runway wearing a pink and yellow striped rom , Black Race , Look_at_viewer","Women's Clothes for Spring and Summer , Sexy Style Pink Color Rompers , M Size , V-Neck Collar , Cotton And Linen Fabric , X-Line Contour , Knot Kink & Flounced Making Technology , Stripe / Ripple Texture",768,1152
572773,manual_016A408F1A850864DD307252CBE5722F_1666258913,2023春夏迪拜Lili Blanc,Lili Blanc,121_C5ED4397022184361A8B5B2BEB7AEA94,0.1643,0.1479,0.7906,0.9143,女装,春夏,精致/奢华,连衣裙,翻驳领,中长袖,,纱,X型,超长款,层叠#抽褶#拼接,纯色,,imgs/show_768/183f4c4c5c9_247.png,True,2732.0,4098.0,0.67,5.438700675964356,142.93080108511083,106.93801540798611,21.47396850585937,a model in a black dress and hat walks down the runway,a woman in a black dress and hat walks down a runway,1.0,"(84, 411, 163, 332)",2.0,1.0,3.0,False,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a model in a black dress and hat walks down the runway","Women's Clothes for Spring and Summer , Refined / Luxurious Style Achromatic Color Dress , XL Size , Revers Collar , Yarn Fabric , X-Line Contour , Cascading & Shir & Splicing Making Technology , Solid Color Texture",768,1152
